gene_name	strand	chrom	start	end
FBXO46	-	chr19	46213887	46234154
MEIOSIN	+	chr19	46236697	46267799
SIX5	-	chr19	46268043	46272510
DMPK	-	chr19	46272967	46285810
ENSG00000268434	-	chr19	46282695	46289231
DMWD	-	chr19	46286205	46296103
RSPH6A	-	chr19	46298971	46318566
SYMPK	-	chr19	46318668	46366452
FOXA3	+	chr19	46367247	46377055
IRF2BP1	-	chr19	46386866	46389399
MYPOP	-	chr19	46393281	46405871
NANOS2	-	chr19	46416472	46418036
NOVA2	-	chr19	46436992	46477302
CCDC61	+	chr19	46498719	46524576
PGLYRP1	-	chr19	46522411	46526311
IGFL4	-	chr19	46542440	46580376
IGFL3	-	chr19	46623324	46627945
IGFL2	+	chr19	46646363	46664555
IGFL1	+	chr19	46732999	46734500
HIF3A	+	chr19	46800299	46846690
PPP5C	+	chr19	46850344	46896238
CCDC8	-	chr19	46913586	46916821
PNMA8C	-	chr19	46927954	46932193
PNMA8A	-	chr19	46969748	46974820
PNMA8B	-	chr19	46990163	46999136
CALM3	+	chr19	47104331	47114039
PTGIR	-	chr19	47123725	47128346
GNG8	-	chr19	47137210	47139798
DACT3	-	chr19	47150808	47164439
PRKD2	-	chr19	47177532	47220384
STRN4	-	chr19	47222768	47250251
FKRP	+	chr19	47249303	47280245
SLC1A5	-	chr19	47278140	47291851
AP2S1	-	chr19	47341393	47354103
ARHGAP35	+	chr19	47364254	47508334
NPAS1	+	chr19	47523094	47549033
TMEM160	-	chr19	47549167	47551882
ZC3H4	-	chr19	47567444	47617033
SAE1	+	chr19	47616531	47713893
BBC3	-	chr19	47724079	47736023
CCDC9	+	chr19	47759237	47776958
INAFM1	+	chr19	47778142	47778980
C5AR1	+	chr19	47793280	47825323
C5AR2	+	chr19	47835432	47850586
DHX34	+	chr19	47852572	47885961
MEIS3	-	chr19	47906381	47922784
SLC8A2	-	chr19	47931274	47975150
KPTN	-	chr19	47978407	47987522
NAPA	-	chr19	47990894	48018348
ZNF541	-	chr19	48023947	48076405
BICRA	+	chr19	48111453	48206534
EHD2	+	chr19	48216679	48246391
NOP53	+	chr19	48248803	48260315
SELENOW	+	chr19	48281934	48287943
TPRX1	-	chr19	48304489	48322308
CRX	+	chr19	48323036	48346587
TPRX2	+	chr19	48362492	48364978
SULT2A1	-	chr19	48373724	48389572
BSPH1	-	chr19	48471303	48495427
ELSPBP1	+	chr19	48497889	48528411
CABP5	-	chr19	48532640	48547336
PLA2G4C	-	chr19	48551100	48614074
LIG1	-	chr19	48618702	48673860
ZSWIM9	+	chr19	48673937	48700877
CARD8	-	chr19	48684027	48759203
ZNF114	+	chr19	48773338	48790865
ODAD1	-	chr19	48799714	48825228
EMP3	+	chr19	48824766	48833810
TMEM143	-	chr19	48835613	48867316
SYNGR4	+	chr19	48867624	48879634
KDELR1	-	chr19	48885832	48894808
GRIN2D	+	chr19	48896925	48948188
GRWD1	+	chr19	48949098	48960279
KCNJ14	+	chr19	48958831	48970237
ENSG00000268465	+	chr19	48969094	48975688
CYTH2	+	chr19	48972465	48985571
LMTK3	-	chr19	48988528	49017192
SULT2B1	+	chr19	49055429	49102682
FAM83E	-	chr19	49103218	49118333
SPACA4	+	chr19	49109999	49110971
RPL18	-	chr19	49118585	49122441
SPHK2	+	chr19	49122548	49133974
DBP	-	chr19	49133287	49140636
CA11	-	chr19	49141203	49149444
NTN5	-	chr19	49164664	49176338
FUT2	+	chr19	49199228	49209208
MAMSTR	-	chr19	49215982	49222982
RASIP1	-	chr19	49223842	49243867
IZUMO1	-	chr19	49244109	49250166
FUT1	-	chr19	49251268	49258647
FGF21	+	chr19	49258781	49261590
BCAT2	-	chr19	49298319	49314286
HSD17B14	-	chr19	49316275	49339767
PLEKHA4	-	chr19	49340349	49371874
PPP1R15A	+	chr19	49375469	49379316
TULP2	-	chr19	49384222	49402001
NUCB1	+	chr19	49403307	49426730
DHDH	+	chr19	49436956	49448226
BAX	+	chr19	49458072	49465055
FTL	+	chr19	49468566	49470136
GYS1	-	chr19	49471387	49496567
RUVBL2	+	chr19	49496819	49519227
LHB	-	chr19	49519237	49520348
ENSG00000268655	-	chr19	49521225	49523806
CGB3	-	chr19	49526126	49527590
ENSG00000267335	-	chr19	49526210	49540152
CGB2	+	chr19	49535147	49536495
CGB1	-	chr19	49538826	49540152
CGB5	+	chr19	49547105	49548568
CGB8	-	chr19	49550895	49552368
CGB7	-	chr19	49557531	49562117
ENSG00000283663	-	chr19	49559050	49568333
NTF4	-	chr19	49564323	49568333
KCNA7	-	chr19	49570654	49575956
SNRNP70	+	chr19	49588676	49611862
LIN7B	+	chr19	49617581	49621717
C19orf73	-	chr19	49621659	49622400
PPFIA3	+	chr19	49622801	49654283
HRC	-	chr19	49654455	49658653
TRPM4	+	chr19	49660998	49715093
SLC6A16	-	chr19	49792895	49828472
CD37	+	chr19	49838428	49846592
TEAD2	-	chr19	49843852	49865714
DKKL1	+	chr19	49865040	49878373
KASH5	+	chr19	49891476	49921247
PTH2	-	chr19	49925676	49926698
GFY	+	chr19	49927006	49932244
SLC17A7	-	chr19	49932658	49945617
PIH1D1	-	chr19	49949555	49956754
ALDH16A1	+	chr19	49956482	49974307
ENSG00000269469	+	chr19	49966009	49989488
FLT3LG	+	chr19	49977464	49989488
RPL13A	+	chr19	49990767	49996314
RPS11	+	chr19	49999622	50002965
FCGRT	+	chr19	50010073	50029685
RCN3	+	chr19	50031260	50050219
NOSIP	-	chr19	50058725	50093519
PRRG2	+	chr19	50083903	50094261
PRR12	+	chr19	50094439	50129696
RRAS	-	chr19	50138549	50143400
SCAF1	+	chr19	50145466	50161899
IRF3	-	chr19	50162826	50169132
BCL2L12	+	chr19	50168399	50177173
PRMT1	+	chr19	50179043	50192286
ADM5	+	chr19	50192851	50193832
CPT1C	+	chr19	50194155	50216988
TSKS	-	chr19	50243010	50266563
AP2A1	+	chr19	50270258	50310371
FUZ	-	chr19	50310123	50320633
MED25	+	chr19	50321539	50343640
PTOV1	+	chr19	50353992	50364001
PNKP	-	chr19	50363139	50381608
AKT1S1	-	chr19	50372290	50381716
TBC1D17	+	chr19	50380923	50392007
IL4I1	-	chr19	50392911	50432796
NUP62	-	chr19	50410082	50433021
ENSG00000269179	-	chr19	50412758	50461648
ATF5	+	chr19	50431959	50437192
SIGLEC11	-	chr19	50452242	50464429
SIGLEC16	+	chr19	50472857	50479076
VRK3	-	chr19	50479725	50529203
ZNF473	+	chr19	50528971	50556671
IZUMO2	-	chr19	50655805	50666538
MYH14	+	chr19	50691443	50813799
KCNC3	-	chr19	50815194	50836772
NR1H2	+	chr19	50832910	50886645
NAPSA	-	chr19	50861729	50869087
POLD1	+	chr19	50887461	50921275
ENSG00000142539	+	chr19	50919056	50931666
SPIB	+	chr19	50922195	50934571
MYBPC2	+	chr19	50936149	50969578
GARIN5A	-	chr19	50970042	50980105
EMC10	+	chr19	50979657	50994128
JOSD2	-	chr19	51009255	51014477
ASPDH	-	chr19	51014857	51017947
LRRC4B	-	chr19	51020149	51071692
SYT3	-	chr19	51124564	51143138
C19orf81	+	chr19	51152702	51162567
SHANK1	-	chr19	51162512	51223059
CLEC11A	+	chr19	51226621	51228965
GPR32	+	chr19	51273721	51274989
ENSG00000261341	-	chr19	51279398	51296399
ACP4	+	chr19	51293672	51298476
KLK1	-	chr19	51322402	51327043
KLK15	-	chr19	51328545	51340469
KLK3	+	chr19	51358171	51364020
KLK2	+	chr19	51364824	51383823
KLK4	-	chr19	51409607	51414651
KLK5	-	chr19	51446559	51456349
KLK6	-	chr19	51461887	51472929
KLK7	-	chr19	51479724	51487355
KLK8	-	chr19	51499263	51505967
ENSG00000269741	-	chr19	51499274	51512837
KLK9	-	chr19	51505764	51512890
KLK10	-	chr19	51515995	51523431
KLK11	-	chr19	51525472	51531295
KLK12	-	chr19	51532348	51538486
KLK13	-	chr19	51558883	51568371
KLK14	-	chr19	51580752	51587502
CTU1	-	chr19	51600863	51611666
SIGLEC9	+	chr19	51628163	51639908
SIGLEC7	+	chr19	51645556	51656783
CD33	+	chr19	51728320	51747115
SIGLECL1	+	chr19	51749603	51772584
IGLON5	+	chr19	51814898	51834145
VSIG10L	-	chr19	51834790	51845393
ETFB	-	chr19	51848423	51869642
ENSG00000269403	-	chr19	51853627	51871353
CLDND2	-	chr19	51870352	51872257
NKG7	-	chr19	51874860	51875955
LIM2	-	chr19	51883163	51891228
C19orf84	-	chr19	51891543	51893845
SIGLEC10	-	chr19	51913274	51921057
SIGLEC8	-	chr19	51954101	51961710
CEACAM18	+	chr19	51981793	51994555
SIGLEC12	-	chr19	51994481	52005054
SIGLEC6	-	chr19	52021073	52035110
ZNF175	+	chr19	52074536	52095763
SIGLEC5	-	chr19	52114213	52133654
SIGLEC14	-	chr19	52142731	52150078
SPACA6	+	chr19	52192381	52215640
HAS1	-	chr19	52216365	52227244
FPR1	-	chr19	52248425	52307368
FPR2	+	chr19	52255279	52273784
FPR3	+	chr19	52298410	52329443
ZNF577	-	chr19	52308069	52394203
ZNF649	-	chr19	52392488	52408293
ZNF613	+	chr19	52430400	52452012
ZNF350	-	chr19	52467593	52490109
ZNF615	-	chr19	52494585	52511483
ZNF614	-	chr19	52516018	52533493
ZNF432	-	chr19	52534631	52598991
ZNF841	-	chr19	52567718	52599018
ZNF616	-	chr19	52616344	52643191
ZNF836	-	chr19	52657117	52674896
PPP2R1A	+	chr19	52674189	52732771
ZNF766	+	chr19	52772840	52799299
ZNF480	+	chr19	52800422	52829175
ZNF610	+	chr19	52839496	52871031
ZNF880	+	chr19	52873170	52889048
ZNF528	+	chr19	52901102	52921665
ZNF534	+	chr19	52932401	52955568
ZNF578	+	chr19	52956806	53020135
ZNF808	+	chr19	53030905	53067717
ZNF701	+	chr19	53059075	53090427
ZNF83	-	chr19	53097313	53193812
ENSG00000269825	-	chr19	53153700	53193749
ZNF611	-	chr19	53206066	53238326
ZNF600	-	chr19	53253195	53290060
ZNF28	-	chr19	53300661	53360853
ZNF468	-	chr19	53341263	53360902
ZNF320	-	chr19	53364104	53400946
ZNF888	-	chr19	53407668	53426723
ZNF816-ZNF321P	-	chr19	53431728	53466076
ZNF816	-	chr19	53452632	53466164
ERVV-1	+	chr19	53517174	53519376
ERVV-2	+	chr19	53547993	53554933
ZNF160	-	chr19	53569859	53606687
ZNF415	-	chr19	53611132	53636330
ZNF347	-	chr19	53627325	53662328
ZNF665	-	chr19	53662466	53696639
ZNF677	-	chr19	53738634	53758151
VN1R2	+	chr19	53761545	53765090
VN1R4	-	chr19	53769929	53770976
FAM90A27P	+	chr19	53780715	53788200
ZNF845	+	chr19	53837002	53860159
ZNF525	+	chr19	53868946	53895470
ZNF765	+	chr19	53893046	53933666
ZNF761	+	chr19	53935237	53965116
ZNF813	+	chr19	53970987	53999509
ZNF331	+	chr19	54022781	54083523
DPRX	+	chr19	54135253	54140268
NLRP12	-	chr19	54296995	54327657
MYADM	+	chr19	54368017	54379689
PRKCG	+	chr19	54382444	54410906
CACNG7	+	chr19	54412532	54447204
CACNG8	+	chr19	54466191	54493469
CACNG6	+	chr19	54494891	54515920
VSTM1	-	chr19	54544079	54567207
TARM1	-	chr19	54573149	54584634
OSCAR	-	chr19	54597933	54606000
NDUFA3	+	chr19	54606036	54612564
TFPT	-	chr19	54610327	54619037
PRPF31	+	chr19	54618790	54635150
CNOT3	+	chr19	54641465	54659419
LENG1	-	chr19	54658899	54663459
TMC4	-	chr19	54663846	54676944
MBOAT7	-	chr19	54677106	54693733
TSEN34	+	chr19	54693789	54698394
RPS9	+	chr19	54704677	54752862
LILRB3	-	chr19	54720147	54746602
LILRA6	-	chr19	54720737	54746649
LILRB5	-	chr19	54753279	54761164
LILRB2	-	chr19	54777666	54785039
LILRA5	-	chr19	54818353	54824436
LILRA4	-	chr19	54844456	54850433
LAIR1	-	chr19	54862991	54882165
TTYH1	+	chr19	54926393	54948084
LENG8	+	chr19	54960065	54973196
LENG9	-	chr19	54972912	54974961
CDC42EP5	-	chr19	54976210	54984443
LAIR2	+	chr19	55009100	55021897
LILRA2	+	chr19	55084387	55101752
LILRA1	+	chr19	55105047	55113846
LILRB1	+	chr19	55128612	55149473
LILRB4	+	chr19	55155340	55181810
KIR3DL3	+	chr19	55235947	55248099
KIR2DL3	+	chr19	55249978	55264504
KIR2DL1	+	chr19	55281245	55295774
KIR2DL4	+	chr19	55315065	55325972
KIR3DL1	+	chr19	55327923	55342233
KIR2DS4	+	chr19	55344131	55360024
KIR3DL2	+	chr19	55361898	55378662
FCAR	+	chr19	55385691	55402786
NCR1	+	chr19	55417506	55427508
NLRP7	-	chr19	55434877	55477680
NLRP2	+	chr19	55464498	55512510
GP6	-	chr19	55525073	55549632
RDH13	-	chr19	55550476	55582659
EPS8L1	+	chr19	55583388	55599291
PPP1R12C	-	chr19	55602282	55629005
TNNT1	-	chr19	55644066	55660574
TNNI3	-	chr19	55663135	55669141
ENSG00000267110	-	chr19	55666125	55672039
DNAAF3	-	chr19	55670029	55678090
SYT5	-	chr19	55682564	55691657
PTPRH	-	chr19	55692615	55720874
TMEM86B	-	chr19	55738006	55740152
AC010327.2	+	chr19	55738587	55741647
PPP6R1	-	chr19	55741147	55770385
HSPBP1	-	chr19	55773591	55791749
BRSK1	+	chr19	55793440	55823930
TMEM150B	-	chr19	55824169	55845416
KMT5C	+	chr19	55851221	55859489
AC020922.1	+	chr19	55851254	55856561
COX6B2	-	chr19	55860674	55866087
ENSG00000267706	-	chr19	55863669	55870884
GARIN5B	-	chr19	55866276	55874628
IL11	-	chr19	55875750	55881831
TMEM190	+	chr19	55888194	55889614
TMEM238	-	chr19	55890612	55895660
RPL28	+	chr19	55897300	55914618
UBE2S	-	chr19	55911113	55919156
SHISA7	-	chr19	55940107	55954667
ISOC2	-	chr19	55964352	55973710
C19orf85	-	chr19	55974368	55976118
ZNF628	+	chr19	55987984	55995854
NAT14	+	chr19	55996555	55998935
SSC5D	+	chr19	55999771	56030466
SBK2	-	chr19	56039978	56048500
SBK3	-	chr19	56052023	56056909
ZNF579	-	chr19	56088140	56092214
FIZ1	-	chr19	56102742	56113336
ZNF524	+	chr19	56111388	56114504
ZNF865	+	chr19	56117013	56128635
ZNF784	-	chr19	56132107	56135932
ZNF580	+	chr19	56146382	56154836
ZNF581	+	chr19	56146825	56156989
CCDC106	+	chr19	56152428	56164527
U2AF2	+	chr19	56165512	56186082
EPN1	+	chr19	56186592	56221224
NLRP9	-	chr19	56219804	56249768
RFPL4A	+	chr19	56270463	56274787
RFPL4AL1	+	chr19	56280484	56284786
NLRP11	-	chr19	56296763	56348166
NLRP4	+	chr19	56347906	56393221
NLRP13	-	chr19	56403065	56443702
NLRP8	+	chr19	56459198	56499995
NLRP5	+	chr19	56511092	56573176
ZNF787	-	chr19	56598732	56632664
ZNF444	+	chr19	56643968	56672262
AC024580.1	-	chr19	56662314	56663250
GALP	+	chr19	56687377	56697144
ZSCAN5B	-	chr19	56701055	56709184
ZSCAN5C	+	chr19	56713642	56720830
ZSCAN5A	-	chr19	56731039	56879752
EDDM13	+	chr19	56784117	56821823
ZNF582	-	chr19	56887215	56904907
ZNF583	+	chr19	56909335	56947404
ZNF667	-	chr19	56950694	56989434
ZNF471	+	chr19	57019219	57041590
ZFP28	+	chr19	57050317	57068177
ZNF470	+	chr19	57078837	57100279
ZNF71	+	chr19	57106668	57137849
SMIM17	+	chr19	57154527	57168615
ZNF835	-	chr19	57173348	57183151
ZIM2	-	chr19	57285915	57352099
PEG3	-	chr19	57321445	57352096
USP29	+	chr19	57630506	57643294
ZIM3	-	chr19	57645464	57656570
DUXA	-	chr19	57665389	57678853
ZNF264	+	chr19	57702868	57734214
AURKC	+	chr19	57742377	57746916
ZNF805	+	chr19	57752000	57774096
ZNF460	+	chr19	57791419	57805437
ZNF543	+	chr19	57831840	57842138
ZNF304	+	chr19	57862639	57871266
ZNF547	+	chr19	57874845	57890933
TRAPPC2B	+	chr19	57874919	57876773
ENSG00000268133	+	chr19	57874934	57909952
ZNF548	+	chr19	57901218	57914360
ENSG00000269533	+	chr19	57901252	57931362
ENSG00000268533	+	chr19	57905551	57949825
ZNF17	+	chr19	57922529	57933302
ZNF749	+	chr19	57946693	57958469
ENSG00000268163	-	chr19	57949338	57988904
VN1R1	-	chr19	57966158	57968508
ZNF772	-	chr19	57978031	57988938
ZNF419	+	chr19	57999079	58007466
ENSG00000268107	+	chr19	57999086	58028927
ZNF773	+	chr19	58011283	58029772
ZNF549	+	chr19	58038693	58068910
ZNF550	-	chr19	58046625	58071231
ZNF416	-	chr19	58082934	58090279
ZIK1	+	chr19	58089824	58105258
ZNF530	+	chr19	58111253	58124090
ZNF134	+	chr19	58125601	58136092
ZNF211	+	chr19	58141763	58155409
ZSCAN4	+	chr19	58180303	58190520
ZNF551	+	chr19	58193337	58228669
ENSG00000269026	+	chr19	58193413	58264943
ZNF154	-	chr19	58207643	58220572
ZNF671	-	chr19	58231119	58238992
ZNF776	+	chr19	58258183	58269516
ZNF586	+	chr19	58281023	58331307
ZNF552	-	chr19	58315209	58326281
ENSG00000268750	+	chr19	58331087	58370309
ZNF587B	+	chr19	58331089	58357606
ZNF814	-	chr19	58360099	58400442
ZNF587	+	chr19	58361227	58376485
ENSG00000269476	-	chr19	58388133	58427959
ZNF417	-	chr19	58411664	58427978
ZNF418	-	chr19	58433250	58446770
ZNF256	-	chr19	58452201	58459074
C19orf18	-	chr19	58469805	58485902
ZNF606	-	chr19	58488444	58514717
ZSCAN1	+	chr19	58545393	58565999
ZNF135	+	chr19	58570607	58597677
ZSCAN18	-	chr19	58595205	58629794
ZNF329	-	chr19	58637615	58666477
ZNF274	+	chr19	58694396	58724928
ZNF544	+	chr19	58739960	58788861
ENSG00000283515	+	chr19	58740280	58826549
ZNF8	+	chr19	58790321	58814157
ERVK3-1	+	chr19	58816740	58828178
ZSCAN22	+	chr19	58838360	58853698
A1BG	-	chr19	58856544	58864858
ZNF497	-	chr19	58865723	58874214
ZNF837	-	chr19	58878985	58892397
RPS5	+	chr19	58897767	58906173
RNF225	+	chr19	58907023	58908446
ZNF584	+	chr19	58912871	58943103
ZNF132	-	chr19	58944181	58951520
ZNF324B	+	chr19	58962978	58969200
ZNF324	+	chr19	58978423	58986803
ZNF446	+	chr19	58985384	58992597
SLC27A5	-	chr19	58990879	59023780
ZBTB45	-	chr19	59024897	59050278
TRIM28	+	chr19	59055431	59062089
CHMP2A	-	chr19	59062819	59066472
UBE2M	-	chr19	59067079	59070321
MZF1	-	chr19	59073298	59084942
DEFB125	+	chr20	67891	77735
DEFB126	+	chr20	123231	126392
DEFB127	+	chr20	138095	139804
DEFB128	-	chr20	168494	170352
DEFB129	+	chr20	207899	210527
DEFB132	+	chr20	238365	241737
C20orf96	-	chr20	251504	271419
ZCCHC3	+	chr20	278211	280965
SOX12	+	chr20	306196	310868
NRSN2	+	chr20	327426	340304
TRIB3	+	chr20	343479	378203
RBCK1	+	chr20	388142	412783
TBC1D20	-	chr20	404240	443210
CSNK2A1	-	chr20	453142	524479
TCF15	-	chr20	584901	590953
SRXN1	-	chr20	627259	633844
ENSG00000270299	-	chr20	627270	656444
SCRT2	-	chr20	642240	656446
SLC52A3	-	chr20	740724	756658
FAM110A	+	chr20	814358	838106
ANGPT4	-	chr20	850543	896977
RSPO4	-	chr20	939095	982954
PSMF1	+	chr20	1093883	1170059
TMEM74B	-	chr20	1161205	1166059
C20orf202	+	chr20	1184098	1189720
RAD21L1	+	chr20	1206688	1277065
SNPH	+	chr20	1246924	1289972
SDCBP2	-	chr20	1290553	1309783
ENSG00000274322	-	chr20	1298215	1373740
FKBP1A	-	chr20	1349621	1373808
NSFL1C	-	chr20	1422807	1454487
SIRPB2	-	chr20	1451386	1472233
SIRPD	-	chr20	1514897	1538351
ENSG00000260861	-	chr20	1520790	1600655
SIRPB1	-	chr20	1542031	1600707
SIRPG	-	chr20	1609798	1638425
SIRPA	+	chr20	1874813	1921238
PDYN	-	chr20	1959403	1974931
STK35	+	chr20	2082473	2157684
ENSG00000286022	+	chr20	2187974	2321705
TGM3	+	chr20	2276647	2321725
TGM6	+	chr20	2361547	2413399
SNRPB	-	chr20	2442280	2451499
ENSG00000256566	-	chr20	2447858	2489553
ZNF343	-	chr20	2462463	2505348
TMC2	+	chr20	2517219	2624226
NOP56	+	chr20	2633239	2639039
IDH3B	-	chr20	2639041	2644865
EBF4	+	chr20	2673426	2740754
CPXM1	-	chr20	2774720	2781273
ENSG00000241690	+	chr20	2795614	2798712
C20orf141	+	chr20	2795633	2796479
TMEM239	+	chr20	2796948	2800930
PCED1A	-	chr20	2815960	2821836
VPS16	+	chr20	2821349	2847378
PTPRA	+	chr20	2854066	3019722
GNRH2	+	chr20	3024268	3026393
MRPS26	+	chr20	3026698	3028896
OXT	+	chr20	3052266	3053163
AVP	-	chr20	3063202	3065370
UBOX5	-	chr20	3088219	3140842
FASTKD5	-	chr20	3127165	3140511
LZTS3	-	chr20	3143263	3154195
DDRGK1	-	chr20	3170996	3185331
ITPA	+	chr20	3189514	3204516
SLC4A11	-	chr20	3208063	3220205
DNAAF9	-	chr20	3229952	3388316
ATRN	+	chr20	3451665	3631765
GFRA4	-	chr20	3639895	3644046
ADAM33	-	chr20	3648612	3662893
SIGLEC1	-	chr20	3667617	3693247
HSPA12B	+	chr20	3713332	3733758
C20orf27	-	chr20	3734155	3748428
SPEF1	-	chr20	3758151	3762095
CENPB	-	chr20	3764498	3767387
CDC25B	+	chr20	3767419	3786768
AP5S1	+	chr20	3801171	3809485
MAVS	+	chr20	3827446	3856770
PANK2	+	chr20	3869486	3910534
RNF24	-	chr20	3907956	3996205
SMOX	+	chr20	4101627	4168394
ADRA1D	-	chr20	4201277	4229934
PRNP	+	chr20	4666996	4682236
PRND	+	chr20	4702555	4709106
RASSF2	-	chr20	4760669	4804254
SLC23A2	-	chr20	4833002	4990939
TMEM230	-	chr20	5048878	5093749
PCNA	-	chr20	5095599	5107272
CDS2	+	chr20	5107525	5178533
PROKR2	-	chr20	5279864	5297600
GPCPD1	-	chr20	5525085	5591652
SHLD1	+	chr20	5731039	5845041
CHGB	+	chr20	5892156	5905999
TRMT6	-	chr20	5917874	5931204
MCM8	+	chr20	5931298	5979623
ENSG00000286235	+	chr20	5931595	6020502
CRLS1	+	chr20	5986739	6020699
LRRN4	-	chr20	6021192	6034706
FERMT1	-	chr20	6055492	6103861
BMP2	+	chr20	6748333	6760893
HAO1	-	chr20	7863632	7921105
TMX4	-	chr20	7957993	8000452
PLCB1	+	chr20	8057898	8949007
PLCB4	+	chr20	9048472	9485240
LAMP5	+	chr20	9495005	9511171
PAK5	-	chr20	9518017	9819724
ANKEF1	+	chr20	9966774	10038951
SNAP25	+	chr20	10153043	10288906
MKKS	-	chr20	10381657	10414870
SLX4IP	+	chr20	10415953	10617477
JAG1	-	chr20	10618332	10654647
BTBD3	+	chr20	11871371	11907257
SPTLC3	+	chr20	12989620	13149750
ISM1	+	chr20	13201921	13281298
TASP1	-	chr20	13370039	13619579
ESF1	-	chr20	13694969	13765565
NDUFAF5	+	chr20	13765653	13802226
SEL1L2	-	chr20	13829893	13977089
MACROD2	+	chr20	13976015	16033842
FLRT3	-	chr20	14303631	14318260
KIF16B	-	chr20	16252749	16554093
SNRPB2	+	chr20	16710606	16723209
OTOR	+	chr20	16729003	16750707
PCSK2	+	chr20	17206752	17465223
BFSP1	-	chr20	17474550	17549865
DSTN	+	chr20	17550720	17590564
RRBP1	-	chr20	17594323	17662940
BANF2	+	chr20	17674317	17716516
SNX5	-	chr20	17922241	17949623
OVOL2	-	chr20	17937623	18039832
MGME1	+	chr20	17949661	17971765
KAT14	+	chr20	18117872	18169031
PET117	+	chr20	18118507	18123813
ZNF133	+	chr20	18268927	18297640
DZANK1	-	chr20	18364011	18447925
POLR3F	+	chr20	18447522	18465292
RBBP9	-	chr20	18467184	18477869
SEC23B	+	chr20	18488164	18542059
SMIM26	+	chr20	18547991	18550207
ENSG00000284776	+	chr20	18548097	18724860
DTD1	+	chr20	18568586	18747288
SCP2D1	+	chr20	18794427	18795022
SLC24A3	+	chr20	19193286	19703570
RIN2	+	chr20	19738250	19983101
NAA20	+	chr20	19997954	20014299
CRNKL1	-	chr20	20015012	20036690
CFAP61	+	chr20	20033158	20341347
INSM1	+	chr20	20348748	20351593
RALGAPA2	-	chr20	20370174	20693287
KIZ	+	chr20	21106624	21227260
XRN2	+	chr20	21283969	21370463
NKX2-4	-	chr20	21376003	21378164
NKX2-2	-	chr20	21491655	21494702
PAX1	+	chr20	21686297	21699119
FOXA2	-	chr20	22561636	22566093
SSTR4	+	chr20	23015949	23019874
THBD	-	chr20	23026270	23030309
CD93	-	chr20	23059997	23066961
NXT1	+	chr20	23331428	23335408
GZF1	+	chr20	23342819	23353699
NAPB	-	chr20	23355156	23402156
CSTL1	+	chr20	23406741	23425567
CST11	-	chr20	23431040	23433513
CST8	+	chr20	23471738	23476647
CST9L	-	chr20	23545369	23549121
CST9	-	chr20	23583047	23586554
CST3	-	chr20	23607343	23619110
CST4	-	chr20	23666277	23669675
CST1	-	chr20	23728199	23731905
CST2	-	chr20	23804406	23807366
CST5	-	chr20	23856571	23860385
GGTLC1	-	chr20	23965687	23969416
SYNDIG1	+	chr20	24450265	24647252
CST7	+	chr20	24929905	24940564
APMAP	-	chr20	24943561	24973387
ACSS1	-	chr20	24986866	25039616
VSX1	-	chr20	25051521	25062777
ENTPD6	+	chr20	25176329	25208711
PYGB	+	chr20	25228721	25278648
ABHD12	-	chr20	25275378	25371471
GINS1	+	chr20	25371644	25433336
NINL	-	chr20	25432230	25566167
NANP	-	chr20	25593571	25604650
ZNF337	-	chr20	25653831	25677489
DEFB115	+	chr20	29845467	29847435
DEFB116	-	chr20	29891015	29896388
DEFB118	+	chr20	29956404	29961726
DEFB119	-	chr20	29964967	29978393
DEFB121	-	chr20	29992648	30000641
DEFB123	+	chr20	30028435	30038060
DEFB124	-	chr20	30053274	30064560
REM1	+	chr20	30063091	30072698
HM13	+	chr20	30102213	30165726
MCTS2	+	chr20	30135182	30135884
ID1	+	chr20	30193086	30194318
COX4I2	+	chr20	30225715	30232809
BCL2L1	-	chr20	30252255	30311792
TPX2	+	chr20	30327074	30389608
MYLK2	+	chr20	30407111	30422492
FOXS1	-	chr20	30432106	30433407
DUSP15	-	chr20	30435440	30458467
TTLL9	+	chr20	30458437	30532803
PDRG1	-	chr20	30532140	30539849
XKR7	+	chr20	30555954	30591190
CCM2L	+	chr20	30598241	30619983
HCK	+	chr20	30640000	30689659
TM9SF4	+	chr20	30697517	30755061
PLAGL2	-	chr20	30780307	30795546
POFUT1	+	chr20	30795658	30826461
KIF3B	+	chr20	30865454	30922814
ASXL1	+	chr20	30946133	31027122
NOL4L	-	chr20	31030862	31173135
C20orf203	-	chr20	31219427	31261743
ENSG00000285382	-	chr20	31219985	31331373
COMMD7	-	chr20	31290501	31331273
